date,title,news_url,fact_check_url,real_or_fake,claim_id
,"""How large does a meeting or event need to be in order to be a “mass gathering”?""",https://www.who.int/news-room/q-a-detail/q-a-on-mass-gatherings-and-covid-19,who.int,real,100000
,"""Does WHO recommend that all international mass gatherings be cancelled because of COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-on-mass-gatherings-and-covid-19,who.int,real,100001
,"""What factors should organizers and health authorities look at when assessing whether the risks are acceptable or not?""",https://www.who.int/news-room/q-a-detail/q-a-on-mass-gatherings-and-covid-19,who.int,real,100002
,"""What if my organization does not have the expertise to assess the risks COVID-19 poses for our planned mass gathering?""",https://www.who.int/news-room/q-a-detail/q-a-on-mass-gatherings-and-covid-19,who.int,real,100003
,"""If we go ahead with an international mass gathering, what can we do to reduce the risk of participants catching COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-on-mass-gatherings-and-covid-19,who.int,real,100004
,"""Where can I find more advice on assessing and managing health risks around international mass gatherings?""",https://www.who.int/news-room/q-a-detail/q-a-on-mass-gatherings-and-covid-19,who.int,real,100005
,"""What should be the criteria for excluding an athlete or other accredited participant from competing?""",https://www.who.int/news-room/q-a-detail/q-a-on-mass-gatherings-and-covid-19,who.int,real,100006
,"""Should event organizers arrange screening at venues beyond national government requirements for point of entry (PoE)?""",https://www.who.int/news-room/q-a-detail/q-a-on-mass-gatherings-and-covid-19,who.int,real,100007
,"""Should event organizers provide COVID-19 testing?""",https://www.who.int/news-room/q-a-detail/q-a-on-mass-gatherings-and-covid-19,who.int,real,100008
,"""Are there additional safeguards event organizers can implement or recommend to athletes/officials/visitors in the context of COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-on-mass-gatherings-and-covid-19,who.int,real,100009
,"""What are the risks arising from public transport to the venue(s)?""",https://www.who.int/news-room/q-a-detail/q-a-on-mass-gatherings-and-covid-19,who.int,real,100010
,"""What is a coronavirus?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100011
,"""What is COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100012
,"""What are the symptoms of COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100013
,"""How does COVID-19 spread?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100014
,"""Can the virus that causes COVID-19 be transmitted through the air?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100015
,"""Can CoVID-19 be caught from a person who has no symptoms?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100016
,"""Can I catch COVID-19 from the feces of someone with the disease?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100017
,"""What can I do to protect myself and prevent the spread of disease?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100018
,"""How likely am I to catch COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100019
,"""Should I worry about COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100020
,"""Who is at risk of developing severe illness?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100021
,"""Are antibiotics effective in preventing or treating the COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100022
,"""Are there any medicines or therapies that can prevent or cure COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100023
,"""Is there a vaccine, drug or treatment for COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100024
,"""Is COVID-19 the same as SARS?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100025
,"""Should I wear a mask to protect myself?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100026
,"""How to put on, use, take off and dispose of a mask?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100027
,"""How long is the incubation period for COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100028
,"""Can humans become infected with the COVID-19 from an animal source?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100029
,"""Can I catch COVID-19 from my pet?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100030
,"""How long does the virus survive on surfaces?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100031
,"""Is it safe to receive a package from any area where COVID-19 has been reported?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100032
,"""Is there anything I should not do?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100033
,"""Is the source of the coronavirus causing COVID-19 known?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100034
,"""How did the first human SARS-CoV-2 infections occur?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100035
,"""Can COVID-19 be spread through coins and banknotes?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100036
,"""How can I grocery shop safely in the time of COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100037
,"""How to wash fruits and vegetables in the time of COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100038
,"""Is COVID-19 airborne?""",https://www.who.int/news-room/q-a-detail/q-a-coronaviruses,who.int,real,100039
,"""Is contraception/ family planning safe to use during the COVID-19 pandemic?""",https://www.who.int/news-room/q-a-detail/contraception-family-planning-and-covid-19,who.int,real,100040
,"""I want to avoid getting pregnant during the COVID-19 pandemic. What can I do?""",https://www.who.int/news-room/q-a-detail/contraception-family-planning-and-covid-19,who.int,real,100041
,"""I can’t access my contraceptive method of choice. What do you advise?""",https://www.who.int/news-room/q-a-detail/contraception-family-planning-and-covid-19,who.int,real,100042
,"""What is the best contraceptive method to use during the COVID-19 pandemic?""",https://www.who.int/news-room/q-a-detail/contraception-family-planning-and-covid-19,who.int,real,100043
,"""I want to change my contraceptive method – is this possible?""",https://www.who.int/news-room/q-a-detail/contraception-family-planning-and-covid-19,who.int,real,100044
,"""I want to remove or replace my implant or IUD – can I do this during COVID-19 pandemic?""",https://www.who.int/news-room/q-a-detail/contraception-family-planning-and-covid-19,who.int,real,100045
,"""Why is providing contraception/ family planning, as well as family planning services and information, important during the COVID-19 pandemic?""",https://www.who.int/news-room/q-a-detail/contraception-family-planning-and-covid-19,who.int,real,100046
,"""I am a policy maker. What can I do to make sure people can access contraception and family planning information and services?""",https://www.who.int/news-room/q-a-detail/contraception-family-planning-and-covid-19,who.int,real,100047
,"""I am a programme manager. What can I do to help people access contraception and family planning information and services?""",https://www.who.int/news-room/q-a-detail/contraception-family-planning-and-covid-19,who.int,real,100048
,"""How can you clean soiled bedding, towels and linens from patients with COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100049
,"""What are the recommendation regarding disinfection of vehicles, goods and products coming from China or other COVID-19 affected countries?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100050
,"""What personal protective equipment (PPE) should be used by healthcare workers (HCW) performing nasopharyngeal (NP) or oropharyngeal (OP) swabs on patients with suspected or confirmed COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100051
,"""Should blood centers routinely screen blood products for COVID-19 virus?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100052
,"""Are boots, impermeable aprons, or coverall suits required as routine personal protective equipment (PE) for healthcare workers (HCW) caring for patients with suspected or confirmed 2019-nCoV infection?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100053
,"""Can disposable medical face masks be sterilized and reused?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100054
,"""Why does WHO recommend contact and droplet precautions and not routine use of airborne precautions for healthcare workers providing care to patients with suspected/confirmed 2019-nCoV infection?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100055
,"""Does WHO recommend routine wearing masks for healthy people during the 2019 nCoV outbreak?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100056
,"""Can patients with suspected and confirmed nCoV infection be cohorted in the same room?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100057
,"""Do patients with suspected or confirmed 2019-nCoV need to be hospitalized if they have mild illness?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100058
,"""Are specialized or referral hospitals required for patients with suspected or confirmed 2019-nCoV infection when hospitalization is needed?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100059
,"""What are the disinfectants recommended for environmental cleaning in healthcare facilities or homes housing patients with suspected or confirmed 2019-nCoV infection?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100060
,"""How long the 2019-nCoV can survive on a dry surface?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100061
,"""Is there a special procedure regarding waste produced by patients with suspected or confirmed 2019-nCoV?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100062
,"""Are there special procedures for the management of bodies of persons who have died from 2019-nCoV?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100063
,"""Is there a model for setting up an isolation ward and types and products and health requirements?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100064
,"""Can chlorine solutions also be used?""",https://www.who.int/news-room/q-a-detail/q-a-on-infection-prevention-and-control-for-health-care-workers-caring-for-patients-with-suspected-or-confirmed-2019-ncov,who.int,real,100065
,"""What is physical activity?""",https://www.who.int/news-room/q-a-detail/be-active-during-covid-19,who.int,real,100066
,"""Why do we need it?""",https://www.who.int/news-room/q-a-detail/be-active-during-covid-19,who.int,real,100067
,"""How much physical activity is recommended?""",https://www.who.int/news-room/q-a-detail/be-active-during-covid-19,who.int,real,100068
,"""So how do I stay safe while exercising in COVID-19?""",https://www.who.int/news-room/q-a-detail/be-active-during-covid-19,who.int,real,100069
,"""How do I stay active in and around the home?""",https://www.who.int/news-room/q-a-detail/be-active-during-covid-19,who.int,real,100070
,"""How many malaria-affected countries have reported cases of COVID-19?""",https://www.who.int/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,who.int,real,100071
,"""Should core malaria vector control interventions be maintained in view of the rapid global spread of COVID-19?""",https://www.who.int/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,who.int,real,100072
,"""Should WHO-recommended preventive therapies be maintained in sub-Saharan Africa?""",https://www.who.int/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,who.int,real,100073
,"""Are there any changes to WHO guidance with respect to malaria diagnosis and treatment?""",https://www.who.int/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,who.int,real,100074
,"""What additional special measures may be needed in the context of COVID-19?""",https://www.who.int/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,who.int,real,100075
,"""Why is WHO particularly concerned about the spread of COVID-19 in malaria-affected areas?""",https://www.who.int/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,who.int,real,100076
,"""What are the key considerations for countries that are working to eliminate malaria or prevent re-establishment of transmission?""",https://www.who.int/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,who.int,real,100077
,"""Have there been disruptions in the global supply of key malaria-related commodities as a result of the COVID-19 pandemic?""",https://www.who.int/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,who.int,real,100078
,"""What is WHO doing to support malaria-affected countries in the context of COVID-19?""",https://www.who.int/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,who.int,real,100079
,"""What is WHO’s position on the use of chloroquine and hydroxychloroquine in the context of the COVID-19 response?""",https://www.who.int/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,who.int,real,100080
,"""Are people living with HIV at increased risk of being infected with the virus that causes COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-hiv-and-antiretrovirals,who.int,real,100081
,"""Can antiretrovirals be used to treat COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-hiv-and-antiretrovirals,who.int,real,100082
,"""Can antiretrovirals be used to prevent COVID-19 infection?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-hiv-and-antiretrovirals,who.int,real,100083
,"""What studies on treatment and prevention of COVID-19 with antiretrovirals are being planned?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-hiv-and-antiretrovirals,who.int,real,100084
,"""What is WHO’s position on the use of antiretrovirals for the treatment of COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-hiv-and-antiretrovirals,who.int,real,100085
,"""What is WHO’s position on use of corticosteroids for the treatment of COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-hiv-and-antiretrovirals,who.int,real,100086
,"""If countries use antiretrovirals for COVID-19, are there concerns about treatment shortages for people living with HIV?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-hiv-and-antiretrovirals,who.int,real,100087
,"""How do we ensure human rights and reduce stigma and discrimination?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-hiv-and-antiretrovirals,who.int,real,100088
,"""How can programmes assure continued access to HIV services?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-hiv-and-antiretrovirals,who.int,real,100089
,"""What is the role multi-month prescriptions and dispensing for antiretrovirals and other medicines?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-hiv-and-antiretrovirals,who.int,real,100090
,"""Can pregnant or postpartum women living with HIV transmit the COVID-19 virus to their unborn child or infant?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-hiv-and-antiretrovirals,who.int,real,100091
,"""Should pregnant and breastfeeding women living with HIV with COVID-19 and their newborns be managed differently?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-hiv-and-antiretrovirals,who.int,real,100092
,"""Are pregnant women at higher risk from COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,who.int,real,100093
,"""I’m pregnant. How can I protect myself against COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,who.int,real,100094
,"""Should pregnant women be tested for COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,who.int,real,100095
,"""Can COVID-19 be passed from a woman to her unborn or newborn baby?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,who.int,real,100096
,"""What care should be available during pregnancy and childbirth?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,who.int,real,100097
,"""Do pregnant women with suspected or confirmed COVID-19 need to give birth by caesarean section?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,who.int,real,100098
,"""Can women with COVID-19 breastfeed?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,who.int,real,100099
,"""Can I touch and hold my newborn baby if I have COVID-19?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,who.int,real,100100
,"""I have COVID-19 and am too unwell to breastfeed my baby directly. What can I do?""",https://www.who.int/news-room/q-a-detail/q-a-on-covid-19-pregnancy-childbirth-and-breastfeeding,who.int,real,100101
,"""How are COVID-19 and influenza viruses similar?""",https://www.who.int/news-room/q-a-detail/q-a-similarities-and-differences-covid-19-and-influenza,who.int,real,100102
,"""How are COVID-19 and influenza viruses different?""",https://www.who.int/news-room/q-a-detail/q-a-similarities-and-differences-covid-19-and-influenza,who.int,real,100103
,"""What medical interventions are available for COVID-19 and influenza viruses?""",https://www.who.int/news-room/q-a-detail/q-a-similarities-and-differences-covid-19-and-influenza,who.int,real,100104
,"""How should I wash fruit and vegetables in the time of #COVID19?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100105
,"""How can I grocery shop safely in the time of #COVID19?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100106
,"""Can #COVID19 be spread through coins and banknotes?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100107
,"""What can I do to protect myself from #coronavirus?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100108
,"""Could #ibuprofen worsen disease for people with #COVID19?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100109
,"""Is wearing rubber gloves while out in the public effective in preventing the new coronavirus infection?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100110
,"""How should I greet another person to avoid catching the new #coronavirus?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100111
,"""Should I avoid shaking hands because of the new #coronavirus?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100112
,"""How are #COVID19 & influenza viruses different?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100113
,"""How are #COVID19 & influenza viruses similar?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100114
,"""What can I do to protect myself from #COVID19?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100115
,"""Should I wear a #mask to protect myself from #2019nCoV?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100116
,"""How long does #2019nCoV survive on surfaces? """,https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100117
,"""Can #2019nCoV be caught from a person who presents no symptoms? """,https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100118
,"""Can the #2019nCoV be transmitted from person to person?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100119
,"""How does #2019nCoV spread? """,https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100120
,"""Who is at risk of developing severe symptoms from #2019nCoV? """,https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100121
,"""Who can catch the #2019nCoV? """,https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100122
,"""How dangerous is the #2019nCoV? """,https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100123
,"""Can regularly rinsing your nose with saline solution help prevent infection with #2019nCoV?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100124
,"""Can gargling mouthwash protect you from infection with the #2019nCoV?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100125
,"""Can eating garlic help prevent infection with #2019nCoV?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100126
,"""Is it safe to receive a letter or a package from China?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100127
,"""Do vaccines against pneumonia protect you against #2019nCoV?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100128
,"""How are people appointed to the expert advisory panel of the International Health Regulations Emergency Committee?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100129
,"""How are the members of an International Health Regulations Emergency Committee chosen?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100130
,"""Who are the members and advisers of the International Health Regulations Emergency Committee on the new #coronavirus (2019-nCoV)?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100131
,"""Who are the members of an International Health Regulations Emergency Committee?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100132
,"""How does the International Health Regulations Emergency Committee work?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100133
,"""What are the International Health Regulations?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100134
,"""Are there any specific medicines to prevent or treat the new #coronavirus (2019-nCoV)?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100135
,"""Can pets at home spread the new #coronavirus (2019-nCoV)?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100136
,"""Does the new #coronavirus (2019-nC0V) affect older people, or are younger people also susceptible?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100137
,"""Are antibiotics effective in preventing and treating the new #coronavirus (2019-nCoV)?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100138
,"""Is there a treatment for a novel #coronavirus infection?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100139
,"""What are the symptoms of #coronavirus infection?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100140
,"""What is a novel #coronavirus?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100141
,"""What is a #coronavirus?""",https://twitter.com/search?f=live&q=%22Q%3A%22%20(%23COVID19%20OR%20%23OR%20OR%20%23coronavirus%20OR%20%23OR%20OR%20%232019nCov)%20(from%3AWHO)&src=typed_query,twitter.com,real,100142
,"""There are currently no drugs licensed for the treatment or prevention of COVID-19""",https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters,who.int,real,100143
